|6.6.6
antigorite_1.tab                                                                                    
           1
T(K)    
   0.0000000000000000     
   0.0000000000000000     
          16
           7
T(K)           P(bar)         rho,kg/m3      rho,kg/m3      SIO2,wt%       MGO,wt%        fo,vo%        
  923.150        24297.1        2662.43                 NaN   45.0374        42.6506                 NaN
  923.150        24307.2        2662.47                 NaN   45.0374        42.6506                 NaN
  923.150        24317.2        2662.52                 NaN   45.0374        42.6506                 NaN
  923.150        24327.2        2662.57                 NaN   45.0374        42.6506                 NaN
  923.150        24337.2        2662.61                 NaN   45.0374        42.6506                 NaN
  923.150        24347.2        2662.66                 NaN   45.0374        42.6506                 NaN
  923.150        24357.2        2662.71                 NaN   45.0374        42.6506                 NaN
  923.150        24367.2        2662.75                 NaN   45.0374        42.6506                 NaN
  923.150        24377.2        2662.80                 NaN   45.0374        42.6506                 NaN
  923.150        24387.2        2662.85                 NaN   45.0374        42.6506                 NaN
  923.150        24397.2        2662.89                 NaN   45.0374        42.6506                 NaN
  923.150        24407.2        2662.94                 NaN   45.0374        42.6506                 NaN
  923.150        24417.2        2662.99                 NaN   45.0374        42.6506                 NaN
  923.150        24427.2        2663.03                 NaN   45.0374        42.6506                 NaN
  923.150        24437.2        2663.08                 NaN   45.0374        42.6506                 NaN
  923.150        24447.2        2663.12                 NaN   45.0374        42.6506                 NaN
  923.150        24457.2        2663.17                 NaN   45.0374        42.6506                 NaN
  923.150        24467.2        2663.22                 NaN   45.0374        42.6506                 NaN
  923.150        24477.2        2663.26                 NaN   45.0374        42.6506                 NaN
  923.150        24487.2        2663.31                 NaN   45.0374        42.6506                 NaN
  923.150        24497.2        2663.36                 NaN   45.0374        42.6506                 NaN
  923.150        24507.3        2663.40                 NaN   45.0374        42.6506                 NaN
  923.150        24517.3        2663.45                 NaN   45.0374        42.6506                 NaN
  923.150        24527.3        2663.50                 NaN   45.0374        42.6506                 NaN
  923.150        24537.3        2663.54                 NaN   45.0374        42.6506                 NaN
  923.150        24547.3        2663.59                 NaN   45.0374        42.6506                 NaN
  923.150        24557.3        2663.64                 NaN   45.0374        42.6506                 NaN
  923.150        24567.3        2663.68                 NaN   45.0374        42.6506                 NaN
  923.150        24577.3        2663.73                 NaN   45.0374        42.6506                 NaN
